# ###########
# [default parameters]
#   dict([('NL', '40'), ('NR', '2'), ('GNL', '1e-4'), ('GNR', '1e-4'), ('GS', '1.'), ('wL', '5.'), ('wR', '5.'), ('lambdaL', '0.05'), ('lambdaR', '0.'), ('QL', '1e5'), ('QR', '1e5'), ('TOscL', '5.'), ('TOscR', '5.'), ('TelL', '5.'), ('TelR', '5.'), ('muL', '-1e3'), ('muR', '-1e3'), ('ham', 'chargevib')])
# [assignments]
#   dict([('eLu', 'x'), ('eLd', 'x'), ('eRu', 'x'), ('eRd', 'x')])
# [variables]
#   ['x']
# [columns]
#   ['x', 'IL', 'IR', 'nOscL', 'nOscR', 'dotEOscL', 'dotEOscR', 'dotEelL', 'dotEelR', 'eta_L', 'eta_R', 'commL', 'commR']
# ###########
# 
2.331800e+00 4.615862e-06 4.615862e-06 5.733501e-01 2.689414e-01 -2.146562e-06 2.356236e-13 1.093437e-06 1.053124e-06 -9.300806e-02 1.020930e-08 1.000000e+00 4.621172e-01
2.333200e+00 4.628132e-06 4.628132e-06 5.729941e-01 2.689414e-01 -2.235372e-06 5.499551e-12 1.138257e-06 1.097110e-06 -9.659932e-02 2.376575e-07 1.000000e+00 4.621171e-01
2.334600e+00 4.641484e-06 4.641484e-06 5.726155e-01 2.689414e-01 -2.329800e-06 3.096230e-12 1.185906e-06 1.143891e-06 -1.003903e-01 1.334155e-07 1.000000e+00 4.621171e-01
2.336000e+00 4.656008e-06 4.656008e-06 5.722124e-01 2.689414e-01 -2.430343e-06 8.384066e-12 1.236625e-06 1.193710e-06 -1.043960e-01 3.601397e-07 1.000000e+00 4.621171e-01
2.337400e+00 4.671808e-06 4.671808e-06 5.717828e-01 2.689414e-01 -2.537518e-06 7.000785e-12 1.290682e-06 1.246829e-06 -1.086311e-01 2.997034e-07 1.000000e+00 4.621171e-01
2.338800e+00 4.688996e-06 4.688996e-06 5.713240e-01 2.689415e-01 -2.651974e-06 5.713578e-11 1.348372e-06 1.303545e-06 -1.131148e-01 2.437016e-06 1.000000e+00 4.621169e-01
2.340200e+00 4.707697e-06 4.707697e-06 5.708340e-01 2.689414e-01 -2.774217e-06 4.373879e-12 1.410028e-06 1.364185e-06 -1.178588e-01 1.858182e-07 1.000000e+00 4.621171e-01
2.341600e+00 4.728050e-06 4.728050e-06 5.703047e-01 2.689436e-01 -2.906270e-06 1.154407e-09 1.476009e-06 1.429106e-06 -1.229373e-01 4.883225e-05 1.000000e+00 4.621129e-01
2.343000e+00 4.750219e-06 4.750219e-06 5.697466e-01 2.689415e-01 -3.045528e-06 4.044052e-11 1.546747e-06 1.498740e-06 -1.282269e-01 1.702680e-06 1.000000e+00 4.621170e-01
2.344400e+00 4.774372e-06 4.774372e-06 5.691427e-01 2.689414e-01 -3.196211e-06 6.348071e-12 1.622682e-06 1.573523e-06 -1.338903e-01 2.659228e-07 1.000000e+00 4.621171e-01
2.345800e+00 4.800699e-06 4.800699e-06 5.684809e-01 2.689471e-01 -3.361361e-06 3.097543e-09 1.704313e-06 1.653951e-06 -1.400363e-01 1.290455e-04 1.000000e+00 4.621057e-01
2.347200e+00 4.829450e-06 4.829450e-06 5.677932e-01 2.689414e-01 -3.532965e-06 1.315996e-12 1.792293e-06 1.740671e-06 -1.463092e-01 5.449879e-08 1.000000e+00 4.621172e-01
2.348600e+00 4.860846e-06 4.860846e-06 5.670379e-01 2.689414e-01 -3.721473e-06 1.226610e-12 1.887205e-06 1.834266e-06 -1.531204e-01 5.046898e-08 1.000000e+00 4.621172e-01
2.350000e+00 4.895182e-06 4.895182e-06 5.662211e-01 2.689414e-01 -3.925315e-06 1.303486e-12 1.989815e-06 1.935498e-06 -1.603746e-01 5.325586e-08 1.000000e+00 4.621172e-01
2.351400e+00 4.932777e-06 4.932777e-06 5.653362e-01 2.689414e-01 -4.146177e-06 9.410463e-12 2.100964e-06 2.045203e-06 -1.681072e-01 3.815483e-07 1.000000e+00 4.621171e-01
2.352800e+00 4.973997e-06 4.973997e-06 5.643756e-01 2.689414e-01 -4.385948e-06 5.382915e-12 2.221608e-06 2.164334e-06 -1.763551e-01 2.164423e-07 1.000000e+00 4.621171e-01
2.354200e+00 5.019259e-06 5.019259e-06 5.633305e-01 2.689414e-01 -4.646824e-06 8.899157e-12 2.352839e-06 2.293976e-06 -1.851598e-01 3.546005e-07 1.000000e+00 4.621171e-01
2.355600e+00 5.069040e-06 5.069040e-06 5.621910e-01 2.689414e-01 -4.931282e-06 3.238675e-12 2.495905e-06 2.435374e-06 -1.945647e-01 1.277826e-07 1.000000e+00 4.621171e-01
2.357000e+00 5.123889e-06 5.123889e-06 5.609456e-01 2.689414e-01 -5.242195e-06 2.818412e-13 2.652239e-06 2.589955e-06 -2.046178e-01 1.100106e-08 1.000000e+00 4.621172e-01
2.358400e+00 5.184437e-06 5.184437e-06 5.595810e-01 2.689415e-01 -5.582883e-06 2.352815e-11 2.823493e-06 2.759366e-06 -2.153709e-01 9.076455e-07 1.000000e+00 4.621171e-01
2.359800e+00 5.251413e-06 5.251413e-06 5.580822e-01 2.689415e-01 -5.957104e-06 1.870261e-11 3.011576e-06 2.945510e-06 -2.268762e-01 7.122887e-07 1.000000e+00 4.621171e-01
2.361200e+00 5.325666e-06 5.325666e-06 5.564313e-01 2.689415e-01 -6.369330e-06 3.665019e-11 3.218700e-06 3.150594e-06 -2.391937e-01 1.376361e-06 1.000000e+00 4.621170e-01
2.362600e+00 5.408182e-06 5.408182e-06 5.546078e-01 2.689415e-01 -6.824672e-06 3.884439e-11 3.447444e-06 3.377189e-06 -2.523832e-01 1.436505e-06 1.000000e+00 4.621170e-01
2.364000e+00 5.500114e-06 5.500114e-06 5.525876e-01 2.689414e-01 -7.329137e-06 1.424144e-11 3.700821e-06 3.628302e-06 -2.665085e-01 5.178597e-07 1.000000e+00 4.621171e-01
2.365400e+00 5.602815e-06 5.602815e-06 5.503425e-01 2.689414e-01 -7.889824e-06 2.312783e-12 3.982363e-06 3.907459e-06 -2.816378e-01 8.255790e-08 1.000000e+00 4.621171e-01
2.366800e+00 5.717881e-06 5.717881e-06 5.478391e-01 2.689414e-01 -8.515055e-06 3.869451e-12 4.296233e-06 4.218818e-06 -2.978395e-01 1.353456e-07 1.000000e+00 4.621171e-01
2.368200e+00 5.847198e-06 5.847198e-06 5.450380e-01 2.689415e-01 -9.214667e-06 1.755839e-11 4.647354e-06 4.567295e-06 -3.151823e-01 6.005744e-07 1.000000e+00 4.621171e-01
2.369600e+00 5.993007e-06 5.993007e-06 5.418923e-01 2.689416e-01 -1.000039e-05 8.656640e-11 5.041571e-06 4.958732e-06 -3.337353e-01 2.888914e-06 1.000000e+00 4.621168e-01
2.371000e+00 6.157981e-06 6.157981e-06 5.383461e-01 2.689419e-01 -1.088621e-05 2.641323e-10 5.485853e-06 5.400095e-06 -3.535643e-01 8.578536e-06 1.000000e+00 4.621162e-01
2.372400e+00 6.345325e-06 6.345325e-06 5.343345e-01 2.689415e-01 -1.188834e-05 4.570009e-11 5.988557e-06 5.899740e-06 -3.747119e-01 1.440433e-06 1.000000e+00 4.621170e-01
2.373800e+00 6.558883e-06 6.558883e-06 5.297751e-01 2.689414e-01 -1.302739e-05 2.266418e-12 6.559697e-06 6.467686e-06 -3.972440e-01 6.910987e-08 1.000000e+00 4.621171e-01
2.375200e+00 6.803299e-06 6.803299e-06 5.245715e-01 2.689415e-01 -1.432746e-05 5.892272e-11 7.211367e-06 7.116037e-06 -4.211917e-01 1.732181e-06 1.000000e+00 4.621169e-01
2.376600e+00 7.084192e-06 7.084192e-06 5.186073e-01 2.689414e-01 -1.581765e-05 7.989219e-12 7.958198e-06 7.859445e-06 -4.465619e-01 2.255506e-07 1.000000e+00 4.621171e-01
2.378000e+00 7.408372e-06 7.408372e-06 5.117399e-01 2.689416e-01 -1.753364e-05 7.342917e-11 8.817910e-06 8.715661e-06 -4.733467e-01 1.982329e-06 1.000000e+00 4.621169e-01
2.379400e+00 7.784066e-06 7.784066e-06 5.037877e-01 2.689466e-01 -1.952081e-05 2.785378e-09 9.811895e-06 9.706130e-06 -5.015582e-01 7.156615e-05 1.000000e+00 4.621069e-01
2.380800e+00 8.221347e-06 8.221347e-06 4.945559e-01 2.689496e-01 -2.182790e-05 4.441353e-09 1.096634e-05 1.085712e-05 -5.310054e-01 1.080444e-04 1.000000e+00 4.621007e-01
2.382200e+00 8.732415e-06 8.732415e-06 4.838107e-01 2.689414e-01 -2.451338e-05 3.891519e-13 1.231294e-05 1.220043e-05 -5.614340e-01 8.912813e-09 1.000000e+00 4.621172e-01
2.383600e+00 9.331519e-06 9.331519e-06 4.712136e-01 2.689414e-01 -2.766191e-05 1.100968e-11 1.388867e-05 1.377322e-05 -5.928704e-01 2.359676e-07 1.000000e+00 4.621171e-01
2.385000e+00 1.003566e-05 1.003566e-05 4.564291e-01 2.689414e-01 -3.135746e-05 2.495509e-12 1.573762e-05 1.561983e-05 -6.249205e-01 4.973281e-08 1.000000e+00 4.621171e-01
2.386400e+00 1.086395e-05 1.086395e-05 4.390602e-01 2.689414e-01 -3.569933e-05 6.512249e-13 1.790924e-05 1.779008e-05 -6.572072e-01 1.198873e-08 1.000000e+00 4.621172e-01
2.387800e+00 1.183639e-05 1.183639e-05 4.186920e-01 2.689414e-01 -4.079140e-05 -5.813938e-12 2.045523e-05 2.033618e-05 -6.892538e-01 -9.823832e-08 1.000000e+00 4.621172e-01
2.389200e+00 1.297064e-05 1.297064e-05 3.949599e-01 2.689414e-01 -4.672503e-05 -1.846456e-11 2.342087e-05 2.330417e-05 -7.204736e-01 -2.847131e-07 1.000000e+00 4.621172e-01
2.390600e+00 1.427473e-05 1.427473e-05 3.677007e-01 2.689413e-01 -5.354122e-05 -7.571240e-11 2.682622e-05 2.671508e-05 -7.501538e-01 -1.060789e-06 1.000000e+00 4.621174e-01
2.392000e+00 1.573303e-05 1.573303e-05 3.372463e-01 2.689410e-01 -6.115733e-05 -2.374848e-10 3.062932e-05 3.052825e-05 -7.774387e-01 -3.018933e-06 1.000000e+00 4.621180e-01
2.393400e+00 1.728265e-05 1.728265e-05 3.049132e-01 2.689411e-01 -6.924461e-05 -1.655131e-10 3.466492e-05 3.457985e-05 -8.013194e-01 -1.915367e-06 1.000000e+00 4.621178e-01
2.394800e+00 1.878387e-05 1.878387e-05 2.736212e-01 2.689413e-01 -7.707341e-05 -5.923714e-11 3.856768e-05 3.850579e-05 -8.206341e-01 -6.307235e-07 1.000000e+00 4.621174e-01
2.396200e+00 2.008141e-05 2.008141e-05 2.512530e-01 2.667950e-01 -8.267303e-05 -1.161189e-06 4.193289e-05 4.190133e-05 -8.233786e-01 -1.156481e-02 1.000000e+00 4.664100e-01
2.397600e+00 2.067698e-05 2.067698e-05 2.342634e-01 2.689396e-01 -8.692945e-05 -9.843428e-10 4.346295e-05 4.346748e-05 -8.408332e-01 -9.521147e-06 1.000000e+00 4.621208e-01
2.399000e+00 2.060682e-05 2.060682e-05 2.357979e-01 2.689414e-01 -8.655513e-05 -1.180591e-11 4.325671e-05 4.329843e-05 -8.400630e-01 -1.145826e-07 1.000000e+00 4.621172e-01
2.400400e+00 1.981540e-05 1.981540e-05 2.523604e-01 2.689414e-01 -8.242289e-05 -1.038619e-11 4.117381e-05 4.124909e-05 -8.319074e-01 -1.048294e-07 1.000000e+00 4.621172e-01
2.401800e+00 1.851600e-05 1.851600e-05 2.794850e-01 2.689413e-01 -7.564839e-05 -4.963009e-11 3.777330e-05 3.787513e-05 -8.171137e-01 -5.360779e-07 1.000000e+00 4.621173e-01
2.403200e+00 1.698202e-05 1.698202e-05 3.114690e-01 2.689398e-01 -6.765703e-05 -8.532489e-10 3.376872e-05 3.388916e-05 -7.968076e-01 -1.004885e-05 1.000000e+00 4.621203e-01
2.404600e+00 1.542950e-05 1.542950e-05 3.438023e-01 2.689413e-01 -5.957660e-05 -7.376876e-11 2.972234e-05 2.985433e-05 -7.722427e-01 -9.562040e-07 1.000000e+00 4.621174e-01
2.406000e+00 1.398362e-05 1.398362e-05 3.738906e-01 2.689414e-01 -5.205603e-05 -3.483087e-11 2.595900e-05 2.609706e-05 -7.445288e-01 -4.981669e-07 1.000000e+00 4.621173e-01
2.407400e+00 1.269730e-05 1.269730e-05 4.006343e-01 2.689414e-01 -4.537064e-05 -6.865534e-13 2.261523e-05 2.275541e-05 -7.146503e-01 -1.081416e-08 1.000000e+00 4.621172e-01
2.408800e+00 1.158089e-05 1.158089e-05 4.238233e-01 2.689414e-01 -3.957326e-05 -3.759803e-13 1.971681e-05 1.985645e-05 -6.834234e-01 -6.493116e-09 1.000000e+00 4.621172e-01
2.410200e+00 1.062401e-05 1.062401e-05 4.436781e-01 2.689414e-01 -3.460898e-05 4.785053e-12 1.723582e-05 1.737316e-05 -6.515239e-01 9.007998e-08 1.000000e+00 4.621171e-01
2.411600e+00 9.808249e-06 9.808249e-06 4.605851e-01 2.689416e-01 -3.038139e-05 1.189082e-10 1.512366e-05 1.525762e-05 -6.195070e-01 2.424657e-06 1.000000e+00 4.621167e-01
2.413000e+00 9.113578e-06 9.113578e-06 4.749652e-01 2.689414e-01 -2.678535e-05 6.308716e-12 1.332770e-05 1.345765e-05 -5.878120e-01 1.384465e-07 1.000000e+00 4.621171e-01
2.414400e+00 8.521172e-06 8.521172e-06 4.872108e-01 2.689416e-01 -2.372287e-05 7.991120e-11 1.179859e-05 1.192419e-05 -5.567982e-01 1.875592e-06 1.000000e+00 4.621169e-01
2.415800e+00 8.014492e-06 8.014492e-06 4.976688e-01 2.689415e-01 -2.110726e-05 5.656562e-11 1.049304e-05 1.061417e-05 -5.267274e-01 1.411583e-06 1.000000e+00 4.621169e-01
2.417200e+00 7.579469e-06 7.579469e-06 5.066328e-01 2.689414e-01 -1.886515e-05 1.690343e-12 9.374242e-06 9.490906e-06 -4.977961e-01 4.460322e-08 1.000000e+00 4.621172e-01
2.418600e+00 7.204348e-06 7.204348e-06 5.143479e-01 2.689415e-01 -1.693528e-05 3.006069e-11 8.411481e-06 8.523773e-06 -4.701406e-01 8.345152e-07 1.000000e+00 4.621170e-01
2.420000e+00 6.879399e-06 6.879399e-06 5.210177e-01 2.689414e-01 -1.526676e-05 3.089706e-12 7.579346e-06 7.687409e-06 -4.438399e-01 8.982488e-08 1.000000e+00 4.621171e-01
2.421400e+00 6.596592e-06 6.596592e-06 5.268095e-01 2.689415e-01 -1.381781e-05 3.774770e-11 6.856880e-06 6.960887e-06 -4.189377e-01 1.144461e-06 1.000000e+00 4.621170e-01
2.422800e+00 6.349315e-06 6.349315e-06 5.318616e-01 2.689414e-01 -1.255382e-05 1.390436e-11 6.226831e-06 6.326972e-06 -3.954385e-01 4.379797e-07 1.000000e+00 4.621171e-01
2.424200e+00 6.132109e-06 6.132109e-06 5.362875e-01 2.689414e-01 -1.144641e-05 5.375588e-12 5.674968e-06 5.771438e-06 -3.733270e-01 1.753259e-07 1.000000e+00 4.621171e-01
2.425600e+00 5.940464e-06 5.940464e-06 5.401813e-01 2.689415e-01 -1.047209e-05 3.142636e-11 5.189531e-06 5.282524e-06 -3.525680e-01 1.058044e-06 1.000000e+00 4.621170e-01
2.427000e+00 5.770636e-06 5.770636e-06 5.436210e-01 2.689416e-01 -9.611351e-06 1.020696e-10 4.760771e-06 4.850477e-06 -3.331124e-01 3.537550e-06 1.000000e+00 4.621168e-01
2.428400e+00 5.619514e-06 5.619514e-06 5.466722e-01 2.689414e-01 -8.847772e-06 4.165988e-12 4.380584e-06 4.467184e-06 -3.148946e-01 1.482686e-07 1.000000e+00 4.621171e-01
2.429800e+00 5.484488e-06 5.484488e-06 5.493850e-01 2.689430e-01 -8.168852e-06 8.371997e-10 4.042173e-06 4.125842e-06 -2.978893e-01 3.052973e-05 1.000000e+00 4.621141e-01
2.431200e+00 5.363388e-06 5.363388e-06 5.518114e-01 2.689430e-01 -7.561552e-06 8.649614e-10 3.739893e-06 3.820794e-06 -2.819692e-01 3.225429e-05 1.000000e+00 4.621140e-01
2.432600e+00 5.254354e-06 5.254354e-06 5.539771e-01 2.689477e-01 -7.019479e-06 3.382307e-09 3.468906e-06 3.547191e-06 -2.671871e-01 1.287430e-04 1.000000e+00 4.621047e-01
2.434000e+00 5.155884e-06 5.155884e-06 5.559469e-01 2.689414e-01 -6.526415e-06 5.931765e-13 3.225299e-06 3.301116e-06 -2.531638e-01 2.300969e-08 1.000000e+00 4.621172e-01
2.435400e+00 5.066599e-06 5.066599e-06 5.577123e-01 2.689414e-01 -6.084475e-06 2.056869e-12 3.005495e-06 3.078978e-06 -2.401798e-01 8.119328e-08 1.000000e+00 4.621171e-01
2.436800e+00 4.985396e-06 4.985396e-06 5.593098e-01 2.689415e-01 -5.684536e-06 1.674957e-11 2.806623e-06 2.877897e-06 -2.280475e-01 6.719452e-07 1.000000e+00 4.621171e-01
2.438200e+00 4.911312e-06 4.911312e-06 5.607597e-01 2.689414e-01 -5.321552e-06 9.122144e-12 2.626179e-06 2.695364e-06 -2.167059e-01 3.714748e-07 1.000000e+00 4.621171e-01
2.439600e+00 4.843519e-06 4.843519e-06 5.620789e-01 2.689414e-01 -4.991239e-06 2.721160e-12 2.462016e-06 2.529220e-06 -2.060997e-01 1.123629e-07 1.000000e+00 4.621171e-01
2.441000e+00 4.781304e-06 4.781304e-06 5.632825e-01 2.689414e-01 -4.689890e-06 3.038206e-12 2.312281e-06 2.377606e-06 -1.961762e-01 1.270869e-07 1.000000e+00 4.621171e-01
2.442400e+00 4.724050e-06 4.724050e-06 5.643831e-01 2.689414e-01 -4.414287e-06 2.804190e-12 2.175370e-06 2.238914e-06 -1.868857e-01 1.187197e-07 1.000000e+00 4.621171e-01
2.443800e+00 4.671220e-06 4.671220e-06 5.653915e-01 2.689416e-01 -4.161760e-06 1.227676e-10 2.049894e-06 2.111743e-06 -1.781873e-01 5.256337e-06 1.000000e+00 4.621167e-01
2.445200e+00 4.622350e-06 4.622350e-06 5.663186e-01 2.689415e-01 -3.929574e-06 4.862093e-11 1.934643e-06 1.994882e-06 -1.700249e-01 2.103732e-06 1.000000e+00 4.621170e-01
2.446600e+00 4.577029e-06 4.577029e-06 5.671718e-01 2.689416e-01 -3.715902e-06 8.292572e-11 1.828556e-06 1.887263e-06 -1.623718e-01 3.623561e-06 1.000000e+00 4.621169e-01
2.448000e+00 4.534901e-06 4.534901e-06 5.679589e-01 2.689416e-01 -3.518765e-06 1.014031e-10 1.730708e-06 1.787955e-06 -1.551859e-01 4.472120e-06 1.000000e+00 4.621168e-01
2.449400e+00 4.495651e-06 4.495651e-06 5.686859e-01 2.689419e-01 -3.336662e-06 2.422466e-10 1.640282e-06 1.696138e-06 -1.484395e-01 1.077693e-05 1.000000e+00 4.621163e-01
2.450800e+00 4.459004e-06 4.459004e-06 5.693606e-01 2.689414e-01 -3.167658e-06 2.256757e-12 1.556564e-06 1.611092e-06 -1.420792e-01 1.012225e-07 1.000000e+00 4.621171e-01
2.452200e+00 4.424712e-06 4.424712e-06 5.699856e-01 2.689414e-01 -3.011089e-06 5.103627e-13 1.478915e-06 1.532174e-06 -1.361033e-01 2.306874e-08 1.000000e+00 4.621172e-01
2.453600e+00 4.392559e-06 4.392559e-06 5.705663e-01 2.689415e-01 -2.865617e-06 2.625671e-11 1.406772e-06 1.458819e-06 -1.304760e-01 1.195509e-06 1.000000e+00 4.621171e-01
2.455000e+00 4.362352e-06 4.362352e-06 5.711069e-01 2.689414e-01 -2.730166e-06 5.113428e-12 1.339637e-06 1.390524e-06 -1.251695e-01 2.344345e-07 1.000000e+00 4.621171e-01
2.456400e+00 4.333919e-06 4.333919e-06 5.716108e-01 2.689414e-01 -2.603913e-06 8.667296e-12 1.277065e-06 1.326840e-06 -1.201644e-01 3.999750e-07 1.000000e+00 4.621171e-01
2.457800e+00 4.307107e-06 4.307107e-06 5.720813e-01 2.689414e-01 -2.486025e-06 8.540842e-13 1.218656e-06 1.267368e-06 -1.154383e-01 3.965930e-08 1.000000e+00 4.621172e-01
2.459200e+00 4.281777e-06 4.281777e-06 5.725211e-01 2.689415e-01 -2.375828e-06 2.416318e-11 1.164057e-06 1.211747e-06 -1.109739e-01 1.128652e-06 1.000000e+00 4.621171e-01
2.460600e+00 4.257807e-06 4.257807e-06 5.729330e-01 2.689414e-01 -2.272606e-06 8.969529e-13 1.112947e-06 1.159658e-06 -1.067501e-01 4.213215e-08 1.000000e+00 4.621172e-01
2.462000e+00 4.235086e-06 4.235086e-06 5.733179e-01 2.689419e-01 -2.176131e-06 2.834513e-10 1.065038e-06 1.110809e-06 -1.027668e-01 1.338586e-05 1.000000e+00 4.621161e-01
2.463400e+00 4.213514e-06 4.213514e-06 5.736813e-01 2.689415e-01 -2.085059e-06 3.784579e-11 1.020077e-06 1.064944e-06 -9.897006e-02 1.796400e-06 1.000000e+00 4.621170e-01
2.464800e+00 4.193000e-06 4.193000e-06 5.740221e-01 2.689414e-01 -1.999657e-06 6.862979e-12 9.778262e-07 1.021824e-06 -9.538071e-02 3.273541e-07 1.000000e+00 4.621171e-01
2.466200e+00 4.173464e-06 4.173464e-06 5.743426e-01 2.689414e-01 -1.919325e-06 1.132687e-11 9.380761e-07 9.812371e-07 -9.197752e-02 5.428040e-07 1.000000e+00 4.621171e-01
2.467600e+00 4.154831e-06 4.154831e-06 5.746445e-01 2.689414e-01 -1.843635e-06 7.210163e-12 9.006360e-07 9.429914e-07 -8.874655e-02 3.470737e-07 1.000000e+00 4.621171e-01
2.469000e+00 4.137035e-06 4.137035e-06 5.749293e-01 2.689414e-01 -1.772248e-06 2.905930e-12 8.653327e-07 9.069119e-07 -8.567719e-02 1.404837e-07 1.000000e+00 4.621171e-01
2.470400e+00 4.120014e-06 4.120014e-06 5.751980e-01 2.689415e-01 -1.704892e-06 4.398948e-11 8.320086e-07 8.728394e-07 -8.276148e-02 2.135404e-06 1.000000e+00 4.621170e-01
2.471800e+00 4.103712e-06 4.103712e-06 5.754522e-01 2.689414e-01 -1.641156e-06 5.829774e-12 8.005209e-07 8.406296e-07 -7.998399e-02 2.841220e-07 1.000000e+00 4.621171e-01
2.473200e+00 4.088080e-06 4.088080e-06 5.756925e-01 2.689414e-01 -1.580890e-06 1.592531e-12 7.707383e-07 8.101500e-07 -7.734144e-02 7.791096e-08 1.000000e+00 4.621172e-01
2.474600e+00 4.073071e-06 4.073071e-06 5.759201e-01 2.689414e-01 -1.523823e-06 8.834118e-13 7.425417e-07 7.812802e-07 -7.482426e-02 4.337817e-08 1.000000e+00 4.621172e-01
2.476000e+00 4.058642e-06 4.058642e-06 5.761358e-01 2.689414e-01 -1.469735e-06 3.489571e-12 7.158216e-07 7.539095e-07 -7.242494e-02 1.719575e-07 1.000000e+00 4.621171e-01
2.477400e+00 4.044756e-06 4.044756e-06 5.763405e-01 2.689414e-01 -1.418418e-06 2.604377e-12 6.904782e-07 7.279371e-07 -7.013614e-02 1.287779e-07 1.000000e+00 4.621171e-01
2.478800e+00 4.031372e-06 4.031372e-06 5.765233e-01 2.689468e-01 -1.372558e-06 2.887329e-09 6.664106e-07 7.032605e-07 -6.809386e-02 1.432430e-04 1.000000e+00 4.621065e-01
2.480200e+00 4.018468e-06 4.018468e-06 5.767194e-01 2.689414e-01 -1.323386e-06 1.726915e-12 6.435612e-07 6.798226e-07 -6.586518e-02 8.594893e-08 1.000000e+00 4.621172e-01
2.481600e+00 4.006004e-06 4.006004e-06 5.768950e-01 2.689414e-01 -1.279352e-06 9.048687e-12 6.218258e-07 6.575167e-07 -6.387170e-02 4.517562e-07 1.000000e+00 4.621171e-01
2.483000e+00 3.993956e-06 3.993956e-06 5.770595e-01 2.689426e-01 -1.238082e-06 6.643572e-10 6.011398e-07 6.362781e-07 -6.199779e-02 3.326813e-05 1.000000e+00 4.621147e-01
2.484400e+00 3.982298e-06 3.982298e-06 5.772213e-01 2.689414e-01 -1.197489e-06 7.373550e-13 5.814429e-07 6.160457e-07 -6.014061e-02 3.703163e-08 1.000000e+00 4.621172e-01
2.485800e+00 3.971007e-06 3.971007e-06 5.773731e-01 2.689414e-01 -1.159421e-06 1.634940e-13 5.626687e-07 5.967520e-07 -5.839430e-02 8.234385e-09 1.000000e+00 4.621172e-01
2.487200e+00 3.960060e-06 3.960060e-06 5.775179e-01 2.689414e-01 -1.123107e-06 1.987602e-12 5.447626e-07 5.783420e-07 -5.672170e-02 1.003824e-07 1.000000e+00 4.621171e-01
2.488600e+00 3.949437e-06 3.949437e-06 5.776560e-01 2.689414e-01 -1.088443e-06 7.413214e-12 5.276727e-07 5.607630e-07 -5.511890e-02 3.754061e-07 1.000000e+00 4.621171e-01
2.490000e+00 3.939120e-06 3.939120e-06 5.777880e-01 2.689414e-01 -1.055318e-06 1.634329e-12 5.113505e-07 5.439660e-07 -5.358142e-02 8.297938e-08 1.000000e+00 4.621172e-01
2.491400e+00 3.929091e-06 3.929091e-06 5.779142e-01 2.689414e-01 -1.023658e-06 8.155453e-13 4.957514e-07 5.279056e-07 -5.210660e-02 4.151318e-08 1.000000e+00 4.621172e-01
2.492800e+00 3.919334e-06 3.919334e-06 5.780348e-01 2.689415e-01 -9.934131e-07 4.000084e-11 4.808336e-07 5.125395e-07 -5.069296e-02 2.041206e-06 1.000000e+00 4.621170e-01
2.494200e+00 3.909834e-06 3.909834e-06 5.781504e-01 2.689414e-01 -9.643878e-07 2.228834e-13 4.665587e-07 4.978288e-07 -4.933140e-02 1.140117e-08 1.000000e+00 4.621172e-01
2.495600e+00 3.900576e-06 3.900576e-06 5.782610e-01 2.689414e-01 -9.366287e-07 1.367642e-12 4.528905e-07 4.837368e-07 -4.802514e-02 7.012511e-08 1.000000e+00 4.621172e-01
2.497000e+00 3.891549e-06 3.891549e-06 5.783670e-01 2.689414e-01 -9.100401e-07 1.504219e-11 4.397955e-07 4.702295e-07 -4.677007e-02 7.730697e-07 1.000000e+00 4.621171e-01
2.498400e+00 3.882739e-06 3.882739e-06 5.784687e-01 2.689414e-01 -8.845199e-07 2.117413e-12 4.272425e-07 4.572753e-07 -4.556164e-02 1.090680e-07 1.000000e+00 4.621171e-01
2.499800e+00 3.874136e-06 3.874136e-06 5.785661e-01 2.689414e-01 -8.600573e-07 1.056979e-11 4.152023e-07 4.448444e-07 -4.439995e-02 5.456592e-07 1.000000e+00 4.621171e-01
2.501200e+00 3.865728e-06 3.865728e-06 5.786597e-01 2.689414e-01 -8.365572e-07 2.068205e-13 4.036477e-07 4.329093e-07 -4.328071e-02 1.070021e-08 1.000000e+00 4.621172e-01
2.502600e+00 3.857506e-06 3.857506e-06 5.787496e-01 2.689414e-01 -8.139974e-07 1.649402e-13 3.925532e-07 4.214441e-07 -4.220330e-02 8.551646e-09 1.000000e+00 4.621172e-01
2.504000e+00 3.849461e-06 3.849461e-06 5.788352e-01 2.689418e-01 -7.925170e-07 1.982779e-10 3.818945e-07 4.104242e-07 -4.117548e-02 1.030159e-05 1.000000e+00 4.621164e-01
2.505400e+00 3.841584e-06 3.841584e-06 5.789189e-01 2.689415e-01 -7.714969e-07 1.840968e-11 3.716505e-07 3.998280e-07 -4.016557e-02 9.584424e-07 1.000000e+00 4.621171e-01
2.506800e+00 3.833866e-06 3.833866e-06 5.789988e-01 2.689414e-01 -7.514397e-07 7.251434e-12 3.617991e-07 3.896333e-07 -3.920010e-02 3.782831e-07 1.000000e+00 4.621171e-01
2.508200e+00 3.826300e-06 3.826300e-06 5.790756e-01 2.689414e-01 -7.321434e-07 1.922418e-12 3.523211e-07 3.798204e-07 -3.826900e-02 1.004844e-07 1.000000e+00 4.621172e-01
2.509600e+00 3.818879e-06 3.818879e-06 5.791496e-01 2.689414e-01 -7.135711e-07 2.527204e-12 3.431981e-07 3.703705e-07 -3.737071e-02 1.323532e-07 1.000000e+00 4.621171e-01
